,ID,titles,descriptions,pictures,k_means,nature,history,travel,romantic,diversity,educational,crime,action,politics,teen,reality,k_means,youth,adults,seniors
13,115,ANBU - A Nation By Us ,Deze documentaire volgt de leden van de ambitieuze rapgroep de ANBU Gang in een belangrijke periode van hun leven.,https://images.npo.nl/header/2560x1440/1319061.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1232,Innocent ,"Sally Wright, een lerares Engels die jarenlang vast heeft gezeten voor de moord op een leerling, wil na de herziening van het vonnis een nieuw leven opbouwen. Rechercheur Braithwaite probeert na een tragisch verlies de draad weer op te pakken door zich op deze heropende zaak te storten.",https://images.npo.nl/header/2560x1440/Innocent_seizoen_2_Katherine_Kelly_as_Sally_Wright___TXTV___All3Media_International__cdn_header-1628011070.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15,1733,Nooit Meer Alleen ,Een zevendelige serie over het leven van vijf eenzame mensen die bouwen aan een nieuw sociaal netwerk.,https://images.npo.nl/header/2560x1440/784401.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,753,Door het hart van China ,In zeven afleveringen reizen we met fotograaf en Chinakenner Ruben Terlou vanuit het noorden van China zuidwaarts. In bijzondere en spontane ontmoetingen staat het leven van de gewone Chinees centraal. Terlou weet met zijn innemende nieuwsgierigheid gesprekspartners te verleiden tot openhartige scènes en gesprekken.,https://images.npo.nl/header/2560x1440/Door-het-hart-van-China-Afl07-Ruben-01-_Joost-van-Herwijnen_cdn_header-1590137828.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,1465,Leven voor de dood ,"In Nederland denken jaarlijks meer dan 400.000 mensen aan zelfdoding en 1800 mensen maken ook daadwerkelijk een einde aan hun leven. Dat zijn er ongeveer vijf per dag. Patrick Lodiers volgt vijf mensen met suïcidale gedachten, die zich openstellen en hem een kijkje geven in hun hoofd.",https://images.npo.nl/header/2560x1440/leven-voor-de-dood_cdn_header-1618321325.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,10xBeter ,10xBeter is een consumentenprogramma met in elke aflevering tips voor een beter leven. Presentator Harm Edens ontmoet bevlogen en inspirerende mensen die hun eigen visie hierop hebben.,https://images.npo.nl/header/2560x1440/9_okt_foto_10xBeter__Buiten_leven_Wier_plukken_in_Yerseke___copyright_NTR-1_cdn_header-1589887248.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2498,Vlaamse Meiden die Rijden ,"Tien Vlaamse vrouwen hebben hun meisjesdroom waargemaakt en zijn vrachtwagenchauffeur geworden. Ze vertellen over hun bijzondere baan, over het leven onderweg, de vooroordelen en het vrouw-zijn in een mannenwereld.",https://images.npo.nl/header/2560x1440/LadyTruckers_S1_Visual_004_cdn_header-1628675877.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,651,De Wachtkamer ,"Het persoonlijke verhaal van een gewoon mens, op weg naar een keuze, bijna letterlijk op de drempel van een besluit dat het verdere leven zal bepalen. Zittend in die wachtkamer overpeinst de hoofdpersoon de dilemma's waar hij of zij voor staat. Het is een plek die je bijna automatisch dwingt even stil te staan bij de vraag waarom je er zit, wat er ooit was of wat er misschien over enkele minuten gaat veranderen in je leven.",https://images.npo.nl/header/2560x1440/500036.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1654,Naches ,"Een inkijkje in het leven van een Joodse Nederlander. Zo vlak voor het slapen gaan tovert de hoofdpersoon nog even een glimlach op ons gelaat, brengt een relativering of een vrolijke noot.",https://images.npo.nl/header/2560x1440/1065019.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2324,Theatershow Jörgen Raymann: Frede ,"Theatershow. In 'Frede', het Surinaamse woord voor 'bang', laat Raymann op een hilarische manier zien waar je als mens allemaal niet angst voor kan hebben. Naast hoogtevrees, smetvrees en faalangst heeft Raymann een keur aan angsten die zijn leven beheersen. Hij neemt samen met zijn favoriete alter ego plaats op de bank om de angstigste vraag in zijn leven te beantwoorden: 'Kom ik ooit van Tante Es af of moet ik daarvoor opnieuw geboren worden?'.",https://images.npo.nl/header/2560x1440/195015.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2636,Yoga en pijnbestrijding ,Veel mensen en vooral ouderen leven met chronische pijnen. Er is vaak geen uitzicht op genezing en het slikken van pijnstillers is vaak het enige alternatief. Het advies van de dokter is dan: 'U moet er maar mee leren leven'. Yoga heeft volgens kenners een heilzame werking op chronische zowel fysieke als emotionele pijnen. Wat kan yoga hierin betekenen....,https://images.npo.nl/header/2560x1440/170780.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2029,Recht van Spreken ,In Recht van Spreken blikken prominente Nederlanders terug op hun leven en carrière.,https://images.npo.nl/header/2560x1440/recht_van_spreken_cdn_header-1589983154.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1492,Love & Friendship ,"Een vilein en fris liefdesdrama van Jane Austen, waarin Lady Susan het leven van iedereen in haar omgeving op doortrapte wijze opschudt.",https://images.npo.nl/header/2560x1440/1222728.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,150,ARTclips ,Hoe worden kunstenaars beroemd? Kan een video ook kunst zijn? Kunnen kunstenaars leven van hun kunst? Waarom is kunst zo duur? ARTclips geeft antwoord!,https://images.npo.nl/header/2560x1440/472731.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,89,Ali B Bekend(t) ,"De belangrijkste verhalen uit zijn leven heeft Ali B wel zo'n beetje verteld. Tenminste, dat denkt iedereen. Maar Ali heeft nog veel geheim gehouden. Heel veel.",https://images.npo.nl/header/2560x1440/773160.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,2294,The Imitation game ,"Film over het leven van Alan Turing, een Britse wiskundige en informaticus. Hij was één van de eersten die de Duitse Enigma-codes brak, waardoor de geallieerden uiteindelijk de oorlog zouden winnen.",https://images.npo.nl/header/2560x1440/The_Imitation_game-1_cdn_header-1590121405.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2412,Typisch Nederlands ,"Acht mensen die elkaar niet kennen leven een paar dagen met elkaar in één huis. Hun achtergrond verschilt wat betreft religie, cultuur, ideeën en opvattingen over het leven.",https://images.npo.nl/header/2560x1440/NPO_Header_Typischnederlands_cdn_header-1589971120.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,1109,Het verhaal van... ,"Het leven van een muzikale Nederlander wordt uitgelicht. Hoe is zijn muzikale carrière tot stand gekomen? Wat zijn de hoogte- en dieptepunten? Welke factoren hebben de artiest gemaakt tot wie hij nu is? Het verhaal wordt verbeeld door archiefmateriaal en gesprekken met naasten. Niet de artiest zelf, maar de mensen om hem heen geven een inkijk in het tot stand komen van de carrière en het leven van de hoofdpersoon.",https://images.npo.nl/header/2560x1440/hazes_cdn_header-1617200333.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2688,Zonen en vaders ,"De NTR-serie 'Zonen en vaders' gaat over de pijn van zonen die zonder vader opgroeiden. Wat betekent dit gemis in hun leven? Waarom koos vader er voor om niet voor zijn zoon te zorgen? In de afleveringen volgen we de jongemannen tijdens hun zoektocht naar hun vader én zijn verhaal. Ze stellen vragen die ze nooit eerder konden of durven stellen. De ontmoeting en het gesprek tussen vader en zoon is soms uitermate pijnlijk, soms lijkt er iets van verzoening en wederzijds begrip te ontstaan.",https://images.npo.nl/header/2560x1440/103084.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2561,Wedstrijd van zijn leven ,"Frank van Kouwen (31), profvoetballer van beroep, krijgt in december 2010 te horen dat hij de wedstrijd van zijn leven tegemoet gaat: de strijd tegen kanker.",https://images.npo.nl/header/2560x1440/208253.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2559,We houden vol ,"We houden vol bestaat uit korte verhalen van mensen die een tik hebben gehad van de coronapandemie, maar die toch een manier hebben gevonden om door te kunnen met hun leven. Juist in deze moeilijke tijd komen ze tot een inzicht, ontdekken iets nieuws in hun eigen leven of omgeving.",https://images.npo.nl/header/2560x1440/We-houden-vol-gonul-graded_cdn_header-1603791244.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,740,Doden Liegen Niet ,"Forensisch patholoog Frank van de Goot neemt je mee in zijn dagelijks leven met de dood. Gedreven door nieuwsgierigheid en passie voor zijn vak is hij altijd op zoek naar de ware toedracht van de dood. Door middel van onconventionele experimenten verzamelt hij bewijsmateriaal, die de doodsoorzaak in een ander daglicht zet.",https://images.npo.nl/header/2560x1440/835704.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,578,De Reünie ,Programma waarin oud-klasgenoten elkaar weer sinds lange tijd ontmoeten. Herinneringen worden opgehaald aan de schooltijd. Maar we staan vooral stil bij de vraag hoe het de klasgenoten daarna is vergaan in het leven.,https://images.npo.nl/header/2560x1440/2019-09-reunie-anita-witzier-15122_2_1_cdn_header-1587186976.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1085,Het leven is vurrukkulluk ,"Komedie naar Remco Camperts roman, waarin zich drie liefdesverhalen afspelen op een lentedag in Amsterdam.",https://images.npo.nl/header/2560x1440/1590492.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1922,Over leven met... ,"Na een eerdere serie van Over leven met... kanker (2011) presenteert Mirella van Markus nu een nieuwe serie van Over leven met… Deze keer gaat het over achtereenvolgens hersenaandoeningen, diabetes en Alzheimer.",https://images.npo.nl/header/2560x1440/224071.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2679,Zinvol leven ,"Documentaire over de Chabad-Lubávitch-beweging. Centraal staat het leven van de zevende en laatste leider van Chabad, de Lubavitcher rebbe Menachem Mendel Schneerson.",https://images.npo.nl/header/2560x1440/906567.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,722,Dionne Dichtbij ,Op 17 mei 2021 wordt Hare Majesteit koningin Máxima vijftig jaar. Ter gelegenheid van deze mijlpaal reist Dionne Stax in een persoonlijke zoektocht door het leven van onze koningin.,https://images.npo.nl/header/2560x1440/DIONNE_STAX-2019-11-21-avro-foto-Ruud_Baan_cdn_header-1597661549.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,1464,Leven of Theater? ,"Documentaire. Leben? oder Theater? Ein Singespiel- zo noemde Charlotte Salomon (Berlijn 1917- Ausschwitz 1943) haar uit meer dan zevenhonderd bladeren bestaande, geschilderde levensverhaal, dat zij vlak voor haar deportatie in bewaring gaf met de woorden 'bewaar dit goed, het is mijn hele leven'! Tijdens de voorbereiding van de speelfilm Charlotte (1980) kregen de makers van de film uit handen van Charlottes stiefmoeder, Paula Salomon-Lindberg, een nooit eerder gepubliceerde brief. In deze brief, gericht aan haar grote liefde, beschrijft Charlotte de omstandigheden waarin Leben? oder Theater? tot stand kwam, doet zij een ontroerende bekentenis en komen we voor het eerst dichtbij de 'werkelijke' Charlotte. Frans Weisz geeft in zijn nieuwste documentaire, met dezelfde titel als het levenswerk van Charlotte Salomon, niet alleen een fascinerend beeld van het leven van de jonge kunstenares, maar confronteert promintenten met haar brief; een postume onthulling die een heel nieuw licht werpt op de laatste periode van haar leven.",https://images.npo.nl/header/2560x1440/165518.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,720,Dilemma's rond leven en dood ,Tweeluik over de voor- en tegenargumenten over voltooid leven en orgaandonatie onder hindoes in Nederland.,https://images.npo.nl/header/2560x1440/1324142.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,1383,Kleine jongen: het echte leven van André Hazes ,"Vierdelige documentaireserie over het leven van een geliefde, maar ook gecompliceerde man, die ondanks zijn legendarische carrière altijd 'die kleine' is gebleven. Aan het woord komen onder anderen zijn vrouw Rachel, familie, (werk)relaties, vrienden en collega-artiesten.",https://images.npo.nl/header/2560x1440/Kleine_jongen_hazes_2_cdn_header-1619643956.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,131,Anita wordt opgenomen ,Anita Witzier draait een aantal maanden mee in een ziekenhuis of kliniek en leeft mee met de cliënten en medewerkers. Los van het leven in de kliniek volgt ze ook het vervolgtraject.,https://images.npo.nl/header/2560x1440/Anita_Witzier_gaat_afkicken_cdn_header-1590042324.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,596,De Slet van 6 VWO ,"Alex' leven komt op zijn kop te staan als de populaire Sephine op een dag besluit van een toren te springen. Dit leidt tot grote commotie. Het lijkt een tragisch geval van slutshaming gone wrong, waarbij Sephine het niet meer aankon en een einde aan haar leven heeft gemaakt. Maar is dat wel zo?",https://images.npo.nl/header/2560x1440/AVROTROS_De_Slet_van_6VWO_EF_06538_cdn_header-1629213791.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2319,The Waterman Files ,Documentaire over het werk en leven van de Nederlandse wetenschapper dr. Ronald Waterman. Hij heeft zijn leven gewijd aan het duurzaam ontwikkelen en beschermen van kwetsbare delta's en kusten.,https://images.npo.nl/header/2560x1440/1658814.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,1454,Lekker dan ,"Lekker dan gaat over twee huisgenoten, Lykke en Marijn, die de jungle van de arbeidsmarkt en alle chaos van hun persoonlijke leven proberen te overleven.",https://images.npo.nl/header/2560x1440/Unknown_cover_large-1539769917_cdn_header-1600260845.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1995,Prison Girls - Life Inside ,Prison Girls - Life Inside schetst een intiem en diepgaand beeld van het leven van vrouwen die zijn opgesloten in een Amerikaanse gevangenis.,https://images.npo.nl/header/2560x1440/1353860_cdn_header-1587199064.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,129,Angela Black ,"Angela Black lijkt een perfect leven te hebben, met twee lieve zoons en een charismatische echtgenoot, maar ze zit gevangen in een gewelddadige relatie. Als ze wordt benaderd door een privédetective en haar man nog veel gevaarlijker blijkt dan ze dacht, verandert haar leven voorgoed.",https://images.npo.nl/header/2560x1440/Angela_Black_S01_E05_Michiel_Huisman_as_Olivier___Two_Brothers_Pictures___All3Media_International__9__cdn_header-1640886863.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,962,Gevoel voor Tumor ,"Het leven van Tristan Devriendt, een 25-jarige student geneeskunde, wordt helemaal overhoop gehaald: hij krijgt plotseling kanker en wordt zo zelf patiënt. Ambitieuze dromen worden abrupt onderbroken en maken plaats voor een strijd op leven en dood. Tristan, zijn familie en vrienden komen in een verwarrende mix van emoties terecht, met humor en liefde als onverwacht neveneffect.",https://images.npo.nl/header/2560x1440/gevoel_voor_tumor_cdn_header-1625559522.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1078,Het kamp van Sarah Neutkens ,"Kunstenaar Sarah Neutkens houdt op Vlieland, op uitnodiging van Into The Great Wide Open, haar derde schrijf- en componeerkamp.",https://images.npo.nl/header/2560x1440/1581194.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,2152,Snapje? ,"Liedjes met videoclips die ervoor zorgen dat het kwartje valt, of waarmee je een handig ezelsbruggetje leert. Snapje?",https://images.npo.nl/header/2560x1440/895775.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,749,Doodstil ,"We kennen Luther in Penoza als keihard en loyaal tot op het bot, maar hoe is hij eigenlijk die meedogenloze killer geworden? Deze misdaadserie geeft antwoord op deze vraag.",https://images.npo.nl/header/2560x1440/doodstil-fotograaf-annemieke-van-der-togt_cdn_header-1608561368.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,2193,Stedenspel ,"Spelshow voor het hele gezin, waarin een Nederlandse en een Belgische stad (of dorp) tegen elkaar strijden. Elk team bestaat uit acht personen, vier mannen en vier vrouwen, en alle spellen worden gespeeld in, op, naast, bij, boven en onder... water. De namen van een aantal spellen verraden het eigenlijk al: Sponsspel, Pinguïnspel, Waterklimmuur, en Bootjesspel. Een gigantisch zwembad met afmetingen van 25x35 meter staat centraal. Natuurlijk kan het niet anders dat veel van de deelnemers, of misschien wel alle, een nat pak zullen halen. In de finale, het zogenaamde Boomstammenspel, wordt duidelijk wie met de eer gaat strijken: de Nederlanders of de Belgen. Presentatie: Yolanthe Cabau van Kasbergen, Guy Van Sande.",https://images.npo.nl/header/2560x1440/5294.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,128,Andries ,"Andries Knevel ontvangt iedere zondagavond christelijke denkers, vernieuwers, markante figuren en inspirerende voorbeelden in de sfeervolle Naarden vesting.",https://images.npo.nl/header/2560x1440/EO_-_Andries_Knevel-0253_cdn_header-1602063264.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
55,951,Geloofsgesprek ,Een spiritueel gesprek dat als context dient voor de aansluitende eucharistieviering. Geloofsgesprek en eucharistieviering komen uit hetzelfde bisdom.,https://images.npo.nl/header/2560x1440/Leo_Fijen_Geloofsgesprek_cdn_header-1590050290.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,1675,Nebraska ,Amerikaanse tragikomische roadmovie over familieleven in America's Heartland.,https://images.npo.nl/header/2560x1440/780108.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,775,Druk! ,Burn-out staat met stip op nummer 1 van nieuwerwetse fenomenen. Een portret van de tijdsgeest waarin het hoofd boven water houden een ware opgave is en de druk hoger is dan ooit.,https://images.npo.nl/header/2560x1440/1072663.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,873,Exportbaby ,Hanna en Paul en hun geadopteerde dochter Zawadi vormen een liefdevol gezin. Dan ziet Hanna een documentaire over 'child trafficing' en neemt ze een drastisch besluit.,https://images.npo.nl/header/2560x1440/kro-export-baby_cdn_header-1616573778.jpg,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
59,1938,Pasen ,Diverse programma's rondom pasen.,https://images.npo.nl/header/2560x1440/1215257.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,388,Dat had je gedacht ,"Zijn we eigenlijk wel zo slim als we denken? Ons brein, hoe slim ook, houdt ons regelmatig voor de gek. Hoe zit dat? Onder leiding van filosoof Johan Braeckman worden vier thema's onderzocht en doen honderd vrijwilligers mee aan psychologische tests die de verschillende gedachtegangen blootleggen.",https://images.npo.nl/header/2560x1440/dat_had_je_gedacht_cdn_header-1590111735.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,1175,Hotel Sophie ,Sophie Hilbrand ontvangt gasten in haar hotel om te praten over seksualiteit anno 2017. Een onderwerp waar we doorgaans maar moeilijk over praten.,https://images.npo.nl/header/2560x1440/934694.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,2227,Studio Snugger ,Showprogramma waarin vliegensvlug onderwerpen uit de wereldoriëntatie voorbijkomen. In de studio staat de vraag centraal of het waar is of niet. Is het 'kletspraat'?,https://images.npo.nl/header/2560x1440/NTR08384_cdn_header-1590048709.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,1906,Opium ,"Dé gids voor kunst en cultuur. Iedere donderdag live vanuit VondelCS, midden in het Amsterdamse Vondelpark. Presentatie: Cornald Maas.",https://images.npo.nl/header/2560x1440/1_Y1V7285_cdn_header-1589935019.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
64,2211,Stine boekt sterren ,"Een dagje aan het strand. Welk boek neem je mee? Filosoof en boekenwurm Stine Jensen heeft daar wel ideeën over en maakt een keuze voor haar 'sterren'. Wat volgt is een goed en verfrissend gedachtewisseling met uitzicht op zee. Stine ontvangt in haar strandtent bij Wijk aan Zee Fidan Ekiz, Claudia de Breij, Abdelkader Benali, Emilio Guzman, Hans Klok en Tim Hofman. Ze geeft hen van te voren als leidraad voor hun ontmoeting een boek te lezen. Een boek, waardoor zij zelf geraakt werd en waarvan ze denkt dat haar gast, maar ook de kijker, er echt iets aan heeft.",https://images.npo.nl/header/2560x1440/1071798.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,1389,Knappe Koppen,Kijkersvragen beantwoord in Knappe Koppen met Gregory Sedoc,https://images.npo.nl/header/2560x1440/AVROTROS_Knappe_Koppen_EF_01566_cdn_header-1587197125.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,1473,Lief Monster ,"Lief Monster voelt zich soms buitengesloten, want hij is anders dan de rest. Gelukkig helpen de andere dieren hem vaak over de drempel heen.",https://images.npo.nl/header/2560x1440/lief_monster_cdn_header-1629204807.jpeg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,2269,Testen van BNNVARA ,"Van de Nationale Reistest, de 2020 Test, de Sekstest en de Pride Test tot de Surival of the Fit-Test. Jouw kennis test je bij BNNVARA! Hier staan alle testen voor jou op 'n rijtje. Lekker makkelijk!",https://images.npo.nl/header/2560x1440/bnnvara-denationaletest2021-201221-030-edit-internet_cdn_header-1640788798.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
